Tamil,English
நெஞ்சத்து,nenjaththu
இலாத,ilaadha
இயல்பு,iyalpu
விழுப்பேற்றின்,vizhuppetrin
அஃதொப்பது,aqdhoppadhu
இல்லையார்,illaiyaar
மாட்டும்,maattum
அழுக்காற்றின்,azhukkaatrin
அன்மை,anmai
அறன்ஆக்கம்,aranaakkam
வேண்டாதான்,ventaadhaan
பிறனாக்கம்,piranaakkam
பேணாது,penaadhu
அழுக்கறுப்,azhukkarup
பான்,paan
செய்யார்,seyyaar
இழுக்காற்றின்,izhukkaatrin
படுபாக்கு,patupaakku
அறிந்து,arindhu
உடையார்க்கு,utaiyaarkku
அதுசாலும்,adhusaalum
ஒன்னார்,onnaar
வழுக்காயும்,vazhukkayum
கேடீன்,keteen
பது,padhu
கொடுப்பது,kotuppadhu
அழுக்கறுப்பான்,azhukkaruppaan
சுற்றம்,"chutram, sutram"
உடுப்பதூஉம்,utuppadhooum
உண்பதூஉம்,unpadhooum
இன்றிக்,indrik
அவ்வித்து,avviththu
உடையானைச்,utaiyaanaich
செய்யவள்,cheyyaval
தவ்வையைக்,thavvaiyaik
எனஒரு,enaoru
பாவி,paavi
திருச்செற்றுத்,thiruchchetruth
தீயுழி,theeyuzhi
அவ்விய,avviya
நெஞ்சத்தான்,nenjaththaan
செவ்வியான்,sevviyaan
நினைக்கப்,ninaikkap
அழுக்கற்று,azhukkatru
அகன்றாரும்,akandraarum
அஃதுஇல்லார்,aqdhuillaar
பெருக்கத்தில்,perukkaththil
தீர்ந்தாரும்,theerndhaarum
நடுவின்றி,natuvindri
நன்பொருள்,nanporul
வெஃகின்,veqkin
குடிபொன்றிக்,kutipondrik
குற்றமும்,kutramum
ஆங்கே,aange
படுபயன்,patupayan
வெஃகிப்,veqkip
பழிப்படுவ,pazhippatuva
நடுவன்மை,natuvanmai
நாணு,naanu
சிற்றின்பம்,sitrinpam
வெஃகி,veqki
செய்யாரே,seyyaare
மற்றின்பம்,matrinpam
வேண்டு,ventu
இலமென்று,ilamendru
வெஃகுதல்,veqkudhal
புலம்வென்ற,pulamvendra
புன்மையில்,punmaiyil
காட்சி,kaatchi
யவர்,yavar
அஃகி,aqki
அகன்ற,akandra
அறிவென்னாம்,arivennaam
வெறிய,veriya
அருள்வெஃகி,arulveqki
ஆற்றின்கண்,aatrinkan
நின்றான்,nindraan
பொருள்வெஃகிப்,porulveqkip
பொல்லாத,pollaadha
சூழக்,soozhak
வேண்டற்க,ventarka
வெஃகியாம்,veqkiyaam
விளைவயின்,vilaivayin
மாண்டற்,maantar
கரிதாம்,karidhaam
அஃகாமை,aqkaamai
செல்வத்திற்கு,selvaththirku
யாதெனின்,yaadhenin
வெஃகாமை,veqkaamai
பிறன்கைப்,pirankaip
பொருள்,porul
அறனறிந்து,aranarindhu
வெஃகா,veqkaa
அறிவுடையார்ச்,arivutaiyaarch
சேரும்,cherum
திறன்அறிந்,thiranarin
தாங்கே,thaange
திரு,thiru
இறலீனும்,iraleenum
எண்ணாது,ennaadhu
விறல்ஈனும்,viraleenum
என்னுஞ்,ennunj
செருக்கு,"serukku, cherukku"
அறங்கூறான்,arangooraan
ஒருவன்,oruvan
புறங்கூறான்,purangooraan
என்றல்,endral
அறனழீஇ,aranazheei
செய்தலின்,seydhalin
தீதே,theedhe
புறனழீஇப்,puranazheeip
பொய்த்து,poiththu
நகை,nakai
புறங்கூறிப்,purangoorip
பொய்த்துயிர்,poiththuyir
வாழ்தலின்,vaazhdhalin
சாதல்,saadhal
அறங்கூற்றும்,arangootrum
ஆக்கத்,aakkath
கண்ணின்று,kannindru
கண்ணறச்,kannarach
சொல்லினும்,"chollinum, sollinum"
சொல்லற்க,sollarka
முன்னின்று,munnindru
பின்நோக்காச்,pinnokkaach
அறஞ்சொல்லும்,aranjollum
புறஞ்சொல்லும்,puranjollum
புன்மையாற்,punmaiyaar
காணப்,kaanap
பிறன்பழி,piranpazhi
கூறுவான்,kooruvaan
தன்பழி,thanpazhi
யுள்ளும்,yullum
திறன்தெரிந்து,thirandherindhu
கூறப்,koorap
பகச்சொல்லிக்,pakachchollik
கேளிர்ப்,kelirp
பிரிப்பர்,pirippar
நகச்சொல்லி,nakachcholli
நட்பாடல்,natpaatal
தேற்றா,thetraa
துன்னியார்,thunniyaar
தூற்றும்,thootrum
மரபினார்,marapinaar
என்னைகொல்,ennaikol
ஏதிலார்,edhilaar
அறன்நோக்கி,arannokki
ஆற்றுங்கொல்,aatrungol
வையம்,vaiyam
புறன்நோக்கிப்,purannokkip
புன்சொல்,punsol
உரைப்பான்,uraippaan
குற்றம்போல்,kutrampol
தங்குற்றங்,thangutrang
காண்கிற்பின்,kaankirpin
தீதுண்டோ,theedhunto
மன்னும்,mannum
பல்லார்,pallaar
முனியப்,muniyap
பயனில,payanila
சொல்லுவான்,solluvaan
எல்லாரும்,ellaarum
எள்ளப்,ellap
பல்லார்முன்,pallaarmun
சொல்லல்,sollal
நயனில,nayanila
நட்டார்கண்,nattaarkan
செய்தலிற்,seydhalir
றீது,reedhu
நயனிலன்,nayanilan
சொல்லும்,sollum
பாரித்,paarith
துரைக்கும்,thuraikkum
உரை,urai
நயன்சாரா,nayansaaraa
நன்மையின்,nanmaiyin
நீக்கும்,neekkum
பயன்சாராப்,payansaaraap
பண்பில்சொல்,panpilsol
பல்லா,pallaa
ரகத்து,rakaththu
நீங்கும்,neengum
நீர்மை,neermai
யுடையார்,yutaiyaar
பயனில்,payanil
பராட்டு,paaraattu
வானை,vaanai
மகன்எனல்,makanenal
பதடி,padhati
யெனல்,yenal
சொல்லினுஞ்,sollinunj
சொல்லுக,"cholluka, solluka"
சான்றோர்,"chaandror, saandror"
சொல்லாமை,sollaamai
அரும்பயன்,arumpayan
ஆயும்,aayum
அறிவினார்,arivinaar
சொல்லார்,"sollaar, chollaar"
பெரும்பயன்,perumpayan
இல்லாத,illaadha
பொருள்தீர்ந்த,poruldheerndha
பொச்சாந்துஞ்,pochchaandhunj
மருள்தீர்ந்த,maruldheerndha
மாசறு,maasaru
சொல்லிற்,sollir
பயனுடைய,payanutaiya
பயனிலாச்,payanilaach
தீவினையார்,theevinaiyaar
அஞ்சார்,anjaar
விழுமியார்,vizhumiyaar
அஞ்சுவர்,anjuvar
தீவினை,theevinai
பயத்தலால்,payaththalaal
தீயினும்,theeyinum
அஞ்சப்,anjap
அறிவினுள்,arivinul
எல்லாந்,ellaan
தலையென்ப,thalaiyenpa
செறுவார்க்கும்,seruvaarkkum
செய்யா,seyyaa
மறந்தும்,marandhum
பிறன்கேடு,piranketu
சூழற்க,soozharka
சூழின்,soozhin
அறஞ்சூழம்,aranjoozham
சூழ்ந்தவன்,soozhndhavan
இலன்,ilan
என்று,endru
செய்யற்க,"seyyarka, cheyyarka"
செய்யின்,seyyin
இலனாகும்,ilanaakum
மற்றும்,matrum
பெயர்த்து,peyarththu
தீப்பால,theeppaala
தான்பிறர்கண்,thaanpirarkan
நோய்ப்பால,noippaala
தன்னை,thannai
அடல்வேண்டா,atalventaa
தான்,thaan
எனைப்பகை,enaippakai
யுற்றாரும்,yutraarum
உய்வர்,uyvar
வினைப்பகை,vinaippakai
வீயாது,veeyaadhu
பின்சென்று,pinsendru
அடும்,atum
செய்தார்,seydhaar
கெடுதல்,ketudhal
நிழல்தன்னை,nizhaldhannai
அஇஉறைந்,atiurain
தன்னைத்தான்,thannaiththaan
காதல,kaadhala
னாயின்,naayin
எனைத்தொன்றும்,enaiththondrum
துன்னற்க,thunnarka
தீவினைப்,theevinaip
பால்,paal
அருங்கேடன்,arungetan
அறிக,arika
மருங்கோடித்,marungotith
செய்யான்,seyyaan
கைம்மாறு,kaimmaaru
கடப்பாடு,katappaatu
மாரிமாட்டு,maarimaattu
என்,en
ஆற்றுங்,aatrung
தாளாற்றித்,thaalaatrith
தந்த,thandha
பொருளெல்லாம்,porulellaam
தக்கார்க்கு,thakkaarkku
புத்தே,puththe
ளுலகத்தும்,lulakaththum
ஈண்டும்,eentum
பெறலரிதே,peralaridhe
ஒப்புரவின்,oppuravin
நல்ல,nalla
ஒத்த,oththa
தறவோன்,tharavon
உயிர்வாழ்வான்,uyirvaazhvaan
மற்றையான்,matraiyaan
செத்தாருள்,seththaarul
ஊருணி,ooruni
நீர்நிறைந்,neernirain
தற்றே,thatre
உலகவாம்,ulakavaam
பேரறி,perari
வாளன்,vaalan
பயன்மரம்,payanmaram
உள்ளூர்ப்,ulloorp
பழுத்தற்றால்,pazhuththatraal
நயனுடை,nayanutai
யான்கண்,yaankan
படின்,patin
மருந்தாகித்,marundhaakith
தப்பா,thappaa
மரத்தற்றால்,maraththatraal
பெருந்தகை,perundhakai
இடனில்,itanil
பருவத்தும்,paruvaththum
ஒப்புரவிற்கு,oppuravirku
கடனறி,katanari
நயனுடையான்,nayanutaiyaan
நல்கூர்ந்தா,nalkoorndhaa
னாதல்,naadhal
செயும்நீர,seyumneera
செய்யாது,seyyaadhu
